1219196134511102,ef3b3dd2a018,-101
1219196149550010,E7B2D23D89EC,-101
1219196155266521,ef3b3dd2a016,-92
1219196167402043,ef3b3dd2a009,-95
1219196195852462,ef3b3dd2e008,-89
1219196237436268,ef3b3dd2a020,-94
1219196238025227,C69294C41E47,-95
1219196245808457,ef3b3dd2a015,-99
1219196258795541,ef3b3dd2e007,-93
1219196296732108,E9BDCC7D8FE6,-94
1219196303084608,ef3b3dd2a012,-82
1219196306306640,ef3b3dd2a008,-75
1219196325303100,ef3b3dd2a014,-91
1219196327583100,ef3b3dd2a005,-87
1219196335657216,ef3b3dd2a018,-98
1219196339630966,F80332EDA645,-96
1219196344287998,ef3b3dd2e003,-93
1219196356575239,ef3b3dd2a013,-91
1219196357099614,E7B2D23D89EC,-90
1219196365215500,ef3b3dd2a016,-96
1219196375540293,ef3b3dd2a009,-96
1219196382905814,ef3b3dd2a006,-90
1219196384548523,ef3b3dd2e009,-89
1219196388105867,ef3b3dd2e006,-90
1219196400577430,ef3b3dd2e007,-96
1219196406716233,ef3b3dd2e008,-90
1219196450166758,ef3b3dd2a003,-98
1219196452459727,ef3b3dd2a015,-96
1219196455450405,ef3b3dd2a011,-88
1219196474684000,ef3b3dd2a002,-90
1219196501828847,E9BDCC7D8FE6,-93
1219196507053951,ef3b3dd2a012,-84
1219196512086869,ef3b3dd2a008,-80
1219196528772391,ef3b3dd2a014,-93
1219196563535259,E7B2D23D89EC,-88
1219196577661823,ef3b3dd2a009,-86
1219196586349272,ef3b3dd2e009,-86
1219196592554637,ef3b3dd2a006,-99
1219196597314533,ef3b3dd2e006,-91
1219196611760837,ef3b3dd2e008,-94
1219196625459953,ef3b3dd2a019,-96
1219196642283757,C69294C41E47,-99
1219196645475528,ef3b3dd2a020,-95
1219196657810946,ef3b3dd2a003,-98
1219196658857404,ef3b3dd2a015,-95
1219196669609905,ef3b3dd2e007,-89
1219196683286052,ef3b3dd2a002,-94
1219196711064388,E9BDCC7D8FE6,-90
1219196717238504,ef3b3dd2a008,-78
1219196739753298,ef3b3dd2a005,-84
1219196740767048,ef3b3dd2a018,-98
1219196765928925,ef3b3dd2a013,-92
1219196766957623,ef3b3dd2a016,-97
1219196793449084,ef3b3dd2a009,-86
1219196797592939,ef3b3dd2a006,-101
1219196798113772,ef3b3dd2e007,-88
1219196827143567,ef3b3dd2e008,-99
1219196843663360,ef3b3dd2a020,-97
1219196852611069,C69294C41E47,-97
1219196861179039,ef3b3dd2a015,-93
1219196864585654,ef3b3dd2a011,-88
1219196886543573,ef3b3dd2a002,-89
1219196915606284,E9BDCC7D8FE6,-94
1219196924687274,ef3b3dd2a008,-80
1219196945743058,ef3b3dd2a005,-83
1219196950392485,F80332EDA645,-91
1219196973070769,ef3b3dd2a016,-92
1219196975101238,ef3b3dd2a013,-95
1219196982890718,ef3b3dd2e003,-100
1219196993851240,ef3b3dd2a009,-82
1219196999650667,ef3b3dd2a006,-89
1219197002289574,ef3b3dd2e009,-94
1219197027654889,ef3b3dd2e008,-101
1219197041981869,ef3b3dd2a019,-107
1219197056424110,ef3b3dd2a003,-101
1219197070289945,ef3b3dd2a011,-92
1219197070891039,ef3b3dd2e007,-95
1219197097789010,ef3b3dd2a002,-84
1219197118947502,E9BDCC7D8FE6,-94
1219197125857555,ef3b3dd2a012,-81
1219197129913649,ef3b3dd2a008,-83
1219197157978912,ef3b3dd2a018,-100
1219197173188341,ef3b3dd2a013,-96
1219197178191935,E7B2D23D89EC,-94
1219197191771259,ef3b3dd2e003,-92
1219197201629021,ef3b3dd2e007,-92
1219197208914230,ef3b3dd2a006,-99
1219197210278865,ef3b3dd2e009,-97
1219197239994806,ef3b3dd2e008,-94
1219197247835379,ef3b3dd2a020,-96
1219197250538713,ef3b3dd2a019,-100
1219197274668976,ef3b3dd2a011,-88
1219197298013353,ef3b3dd2a002,-80
1219197324570804,E9BDCC7D8FE6,-90
1219197341290128,ef3b3dd2e007,-87
1219197352661484,F80332EDA645,-87
1219197361567578,ef3b3dd2a005,-88
1219197365793829,ef3b3dd2a018,-100
1219197380432841,ef3b3dd2a016,-95
1219197386827997,E7B2D23D89EC,-90
1219197419680501,ef3b3dd2a006,-84
1219197424038105,ef3b3dd2e009,-97
1219197444780399,ef3b3dd2e008,-98
1219197457389463,ef3b3dd2a020,-91
1219197470540037,ef3b3dd2e007,-93
1219197477319673,ef3b3dd2a011,-93
1219197501301134,ef3b3dd2a002,-84
1219197526458532,E9BDCC7D8FE6,-90
1219197538339940,ef3b3dd2a012,-90
1219197581484579,ef3b3dd2a013,-90
1219197590798122,ef3b3dd2a016,-103
1219197594958799,E7B2D23D89EC,-93
1219197600464060,ef3b3dd2e007,-83
1219197603867342,ef3b3dd2e003,-92
1219197608004530,ef3b3dd2a009,-97
1219197625641094,ef3b3dd2e009,-96
1219197644397711,ef3b3dd2e006,-98
1219197658047139,ef3b3dd2e008,-97
1219197678333026,ef3b3dd2a015,-95
1219197687678236,ef3b3dd2a011,-94
1219197734102407,ef3b3dd2e007,-85
1219197750098086,ef3b3dd2a008,-96
1219197761555899,F80332EDA645,-92
1219197766550223,6859b8e6126b,-97
1219197768769754,ef3b3dd2a018,-100
1219197776716943,ef3b3dd2a005,-95
1219197783838454,ef3b3dd2a013,-98
1219197792672152,ef3b3dd2a016,-95
1219197800555955,E7B2D23D89EC,-96
1219197805903091,ef3b3dd2e003,-93
1219197825905281,ef3b3dd2a006,-85
1219197834101896,ef3b3dd2e009,-100
1219197865505597,ef3b3dd2e008,-91
1219197871215025,ef3b3dd2e007,-90
1219197886435183,ef3b3dd2a015,-101
1219197907389664,ef3b3dd2a002,-93
1219197949234043,ef3b3dd2a012,-92
1219197961426440,ef3b3dd2a008,-90
1219197962281857,F80332EDA645,-92
1219197991228891,ef3b3dd2a013,-105
1219197997981392,ef3b3dd2e007,-97
1219198001817382,E7B2D23D89EC,-94
1219198006443632,ef3b3dd2e003,-101
1219198017011341,ef3b3dd2a009,-97
1219198031717124,ef3b3dd2a006,-89
1219198035254885,ef3b3dd2e009,-97
1219198071346607,ef3b3dd2e008,-91
1219198078103170,ef3b3dd2a020,-102
1219198088744474,ef3b3dd2a015,-94
1219198098446141,ef3b3dd2a011,-89
1219198106975361,ef3b3dd2a002,-84
1219198159443074,ef3b3dd2a012,-91
1219198164408492,ef3b3dd2a008,-91
1219198165274065,F80332EDA645,-93
1219198167160054,ef3b3dd2a014,-92
1219198185503181,ef3b3dd2a018,-100
1219198196610005,ef3b3dd2a005,-88
1219198202375683,ef3b3dd2a016,-92
1219198208824121,ef3b3dd2e003,-104
1219198219462039,ef3b3dd2a009,-96
1219198233247040,ef3b3dd2a006,-85
1219198265421470,ef3b3dd2e006,-98
1219198266622096,6859b8e6126b,-102
1219198283630326,ef3b3dd2a020,-98
1219198294671317,ef3b3dd2a015,-95
1219198304228506,ef3b3dd2a011,-90
1219198315710069,ef3b3dd2a002,-83
1219198369607679,ef3b3dd2a014,-94
1219198399093671,ef3b3dd2a013,-96
1219198401969713,ef3b3dd2a005,-90
1219198407801224,ef3b3dd2a016,-98
1219198411204974,ef3b3dd2e007,-91
1219198423194663,ef3b3dd2a009,-90
1219198452134354,ef3b3dd2e009,-92
1219198473457272,ef3b3dd2e008,-93
1219198489385451,ef3b3dd2a020,-99
1219198512525610,ef3b3dd2a011,-90
1219198517211235,ef3b3dd2a002,-88
1219198532474987,ef3b3dd2c001,-105
1219198543718686,ef3b3dd2e007,-89
1219198572593324,ef3b3dd2a014,-92
1219198577404835,ef3b3dd2a008,-83
1219198599967754,ef3b3dd2a013,-96
1219198603416348,ef3b3dd2a005,-92
1219198620054370,ef3b3dd2a016,-94
1219198624831350,E7B2D23D89EC,-89
1219198628410829,ef3b3dd2a009,-84
1219198652936353,ef3b3dd2e009,-93
1219198658829374,ef3b3dd2a006,-84
1219198679896355,ef3b3dd2e008,-101
1219198690871825,ef3b3dd2a020,-96
1219198699428909,ef3b3dd2a015,-100
1219198707761775,C69294C41E47,-99
1219198713669484,ef3b3dd2a011,-97
1219198732880892,ef3b3dd2c001,-105
1219198781213657,ef3b3dd2a012,-93
1219198788863137,ef3b3dd2a018,-102
1219198790921679,ef3b3dd2a008,-80
1219198806765378,ef3b3dd2e007,-90
1219198828778714,ef3b3dd2a016,-95
1219198860760488,ef3b3dd2a006,-89
1219198861803092,ef3b3dd2e009,-92
1219198894012783,ef3b3dd2e008,-91
1219198896383148,ef3b3dd2a020,-93
1219198914866796,C69294C41E47,-100
1219198929557995,ef3b3dd2a002,-79
1219198946233517,ef3b3dd2e007,-90
1219198981232375,ef3b3dd2a014,-91
1219199009156128,ef3b3dd2a013,-93
1219199015557951,ef3b3dd2a005,-97
1219199030485505,ef3b3dd2e003,-93
1219199031232224,E7B2D23D89EC,-98
1219199035435297,ef3b3dd2a009,-88
1219199037244464,ef3b3dd2a016,-93
1219199061648164,ef3b3dd2e009,-87
1219199073811291,ef3b3dd2a006,-92
1219199075179624,ef3b3dd2e007,-100
1219199097669730,ef3b3dd2a020,-98
1219199101325043,ef3b3dd2a015,-103
1219199102936450,ef3b3dd2e008,-93
1219199123695931,C69294C41E47,-97
1219199138568484,ef3b3dd2a002,-78
1219199176101092,E9BDCC7D8FE6,-99
1219199185672708,ef3b3dd2a014,-96
1219199193496719,ef3b3dd2a012,-81
1219199197656928,ef3b3dd2a008,-91
1219199204735001,ef3b3dd2a018,-102
1219199215614430,ef3b3dd2e007,-98
1219199217412607,ef3b3dd2a005,-92
1219199231847921,E7B2D23D89EC,-97
1219199247009224,ef3b3dd2a016,-91
1219199262977195,ef3b3dd2e009,-90
1219199271352769,6859b8e6126b,-110
1219199281830999,ef3b3dd2a006,-85
1219199300221365,ef3b3dd2a015,-103
1219199305532616,ef3b3dd2a003,-104
1219199329420483,C69294C41E47,-98
1219199343201422,ef3b3dd2e007,-88
1219199381535748,E9BDCC7D8FE6,-101
1219199387798301,ef3b3dd2a014,-95
1219199403424917,ef3b3dd2a008,-88
1219199416899293,ef3b3dd2a013,-93
1219199437376379,E7B2D23D89EC,-89
1219199442293879,ef3b3dd2a009,-84
1219199448391692,ef3b3dd2e003,-94
1219199453327214,ef3b3dd2a016,-104
1219199474214455,ef3b3dd2e007,-93
1219199485222894,ef3b3dd2a006,-90
1219199510397844,ef3b3dd2a020,-99
1219199520963314,ef3b3dd2e008,-97
1219199523050346,ef3b3dd2e006,-103
1219199535554149,C69294C41E47,-98
1219199586455092,E9BDCC7D8FE6,-98
1219199594263790,ef3b3dd2a014,-96
1219199606999937,ef3b3dd2a012,-84
1219199608345146,ef3b3dd2e007,-103
1219199614473167,ef3b3dd2a008,-85
1219199619380095,ef3b3dd2a013,-96
1219199621912439,ef3b3dd2a005,-82
1219199638583691,E7B2D23D89EC,-84
1219199654125984,ef3b3dd2e003,-89
1219199675448850,ef3b3dd2e009,-87
1219199733720106,ef3b3dd2e008,-88
1219199737476721,ef3b3dd2e006,-97
1219199744239951,C69294C41E47,-102
1219199754730004,ef3b3dd2a011,-89
1219199809302458,ef3b3dd2a012,-88
1219199819197459,ef3b3dd2a008,-84
1219199825550428,ef3b3dd2a005,-89
1219199847869701,ef3b3dd2a009,-86
1219199850124441,E7B2D23D89EC,-86
1219199856582410,ef3b3dd2e003,-91
1219199866568349,ef3b3dd2a016,-101
1219199887026736,ef3b3dd2e007,-97
1219199890017518,ef3b3dd2e009,-90
1219199896589393,ef3b3dd2a006,-92
1219199917354291,ef3b3dd2a003,-100
1219199919860021,ef3b3dd2a015,-98
1219199940610231,ef3b3dd2e008,-87
1219199950241951,C69294C41E47,-102
1219199952036951,ef3b3dd2e006,-95
1219199955467733,ef3b3dd2a002,-82
1219199960251952,ef3b3dd2a011,-85
1219199995665601,E9BDCC7D8FE6,-101
1219200000964456,ef3b3dd2a014,-96
1219200002126070,F80332EDA645,-101
1219200015070759,ef3b3dd2a012,-93
1219200025220135,ef3b3dd2a008,-86
1219200053756805,ef3b3dd2a009,-86
1219200055861961,E7B2D23D89EC,-88
1219200076642745,ef3b3dd2a016,-97
1219200120590666,ef3b3dd2a020,-94
1219200128508166,ef3b3dd2a015,-99
1219200155872596,ef3b3dd2e008,-87
1219200164845358,ef3b3dd2e007,-98
1219200206064737,E9BDCC7D8FE6,-100
1219200208517706,ef3b3dd2a014,-97
1219200211944998,F80332EDA645,-101
1219200223714061,ef3b3dd2a012,-89
1219200229355781,ef3b3dd2a005,-88
1219200231662135,ef3b3dd2a013,-95
1219200233567864,ef3b3dd2a008,-86
1219200288424068,ef3b3dd2a016,-102
1219200309273705,ef3b3dd2e009,-94
1219200312802612,ef3b3dd2a006,-84
1219200333093239,ef3b3dd2a015,-98
1219200354328241,C69294C41E47,-99
1219200363144804,ef3b3dd2e008,-86
1219200368334492,ef3b3dd2a011,-82
1219200371530951,ef3b3dd2e006,-99
1219200417419549,ef3b3dd2a014,-82
1219200430983509,ef3b3dd2a012,-87
1219200439309135,ef3b3dd2e007,-96
1219200442232625,ef3b3dd2a008,-93
1219200449204917,ef3b3dd2a018,-103
1219200467506169,ef3b3dd2a009,-80
1219200513326069,ef3b3dd2e009,-96
1219200517483934,ef3b3dd2a006,-86
1219200533821696,ef3b3dd2a020,-100
1219200537978676,ef3b3dd2a003,-99
1219200567718835,ef3b3dd2a002,-96
1219200571112638,ef3b3dd2e008,-87
1219200576330294,ef3b3dd2e006,-100
1219200578695190,ef3b3dd2e007,-98
1219200625688424,ef3b3dd2a014,-82
1219200638847228,ef3b3dd2a012,-84
1219200661275563,ef3b3dd2a018,-98
1219200667380303,E7B2D23D89EC,-98
1219200673609679,ef3b3dd2e003,-91
1219200679684419,ef3b3dd2a009,-81
1219200701363015,ef3b3dd2a016,-97
1219200717366923,ef3b3dd2a006,-84
1219200764687917,C69294C41E47,-99
1219200775511825,ef3b3dd2a002,-88
1219200782377450,ef3b3dd2e008,-84
1219200789409222,ef3b3dd2e006,-88
1219200832781101,ef3b3dd2a014,-85
1219200841211310,ef3b3dd2a013,-94
1219200846382405,ef3b3dd2a005,-90
1219200850940218,ef3b3dd2a012,-92
1219200865232302,ef3b3dd2a018,-98
1219200885062304,ef3b3dd2a009,-82
1219200906705275,ef3b3dd2a016,-94
1219200922239183,ef3b3dd2a006,-85
1219200944056789,ef3b3dd2a020,-101
1219200969662990,ef3b3dd2a019,-104
1219200974190907,C69294C41E47,-101
1219200991393877,ef3b3dd2a011,-93
1219200992917732,ef3b3dd2e008,-84
1219200996843930,ef3b3dd2e006,-86
1219201022777578,F80332EDA645,-101
1219201033201329,E9BDCC7D8FE6,-100
1219201035791798,ef3b3dd2a014,-85
1219201054825602,ef3b3dd2a005,-90
1219201056880394,ef3b3dd2a008,-93
1219201069679198,ef3b3dd2a018,-106
1219201079764459,ef3b3dd2e003,-93
1219201083376387,E7B2D23D89EC,-95
1219201089526387,ef3b3dd2a009,-80
1219201111104671,ef3b3dd2a016,-92
1219201122518213,ef3b3dd2a006,-84
1219201144452903,ef3b3dd2a020,-94
1219201146721445,ef3b3dd2e009,-98
1219201151983998,ef3b3dd2a003,-97
1219201200004731,ef3b3dd2a011,-92
1219201206540305,ef3b3dd2e008,-87
1219201238078954,E9BDCC7D8FE6,-98
1219201250541559,ef3b3dd2a013,-92
1219201254793383,ef3b3dd2a012,-88
1219201256064477,ef3b3dd2e007,-98
1219201258989842,ef3b3dd2a005,-94
1219201273735364,ef3b3dd2a018,-97
1219201287597709,ef3b3dd2e003,-94
1219201292735157,E7B2D23D89EC,-92
1219201301453387,ef3b3dd2a009,-78
1219201310783857,ef3b3dd2a016,-92
1219201323857660,ef3b3dd2a006,-92
1219201340204798,ef3b3dd2c001,-108
1219201408455586,ef3b3dd2e006,-97
1219201416777357,ef3b3dd2e008,-91
1219201440849443,E9BDCC7D8FE6,-100
1219201448837777,ef3b3dd2a014,-92
1219201461641685,ef3b3dd2a005,-92
1219201465545435,ef3b3dd2a012,-84
1219201467487571,ef3b3dd2a008,-90
1219201484487885,ef3b3dd2a018,-103
1219201501288876,ef3b3dd2e003,-102
1219201516434971,ef3b3dd2a016,-97
1219201523840441,ef3b3dd2e007,-94
1219201528402004,ef3b3dd2a006,-82
1219201563159820,ef3b3dd2a003,-94
