label	set	time	source	image	video	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
SS	test	0	Pixel	video_data/walk/Pixel/SS/0000_00000.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0016163876	7.806007e-06	5.1230595e-06	0.0003493727	2.951236e-06	0.00039770472	5.383587e-07	6.978313e-06	4.091216e-06	0.00021590487	0.004208235	4.6072604e-05	0.06366438	0.21895735	0.07144225	0.0028612218	0.007694982	0.0033636983	0.055016525	0.56488055	0.0052578533
SS	test	1	Pixel	video_data/walk/Pixel/SS/0001_00031.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00047091622	1.0017416e-05	0.0042845868	0.00013089308	1.3320782e-06	2.4427666e-06	7.1520634e-07	2.8753837e-07	1.4435563e-05	4.667382e-05	6.561713e-05	5.6091408e-06	1.7569075e-05	0.01034229	0.024170155	1.286319e-07	9.276303e-05	0.00087412616	0.011646943	0.9477441	7.843418e-05
SS	test	2	Pixel	video_data/walk/Pixel/SS/0002_00061.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	3.779326e-05	0.00015322732	0.0005828456	0.013310682	3.4933124e-05	2.6164722e-05	4.2880565e-06	1.0965588e-05	3.966918e-05	1.6186195e-05	0.00021026682	1.796285e-05	0.0010571817	0.029247401	0.00034079305	2.7642398e-06	0.026351811	0.069503814	0.009631571	0.8493734	4.634383e-05
SS	test	3	Pixel	video_data/walk/Pixel/SS/0003_00091.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	ES	0.023045536	7.7103185e-05	0.11758952	5.8650017e-05	0.00055663846	2.1960095e-05	0.029118845	6.4991254e-05	0.0006571683	0.12140514	0.029109683	0.006109206	0.0022285231	0.59760386	2.5539373e-05	5.810526e-05	0.017943868	0.0025783537	0.0024146275	0.00495754	0.044375174
SS	test	4	Pixel	video_data/walk/Pixel/SS/0004_00121.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0003903972	7.624502e-05	1.1050171e-05	0.0014902888	0.0008817248	0.000118169126	3.2343123e-05	3.6209844e-05	0.00011419544	0.00020810108	0.0028382884	0.0012221228	0.004366062	0.32446572	2.3113178e-05	0.00034229926	0.025327878	0.06453996	0.13242361	0.44045296	0.0006392292
SS	test	5	Pixel	video_data/walk/Pixel/SS/0005_00151.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.00012043895	2.0981831e-07	3.3906358e-06	1.6351609e-07	1.9843633e-07	1.34001e-07	1.9195497e-06	3.9412546e-07	4.9559862e-06	0.00050782674	0.0016432088	9.758718e-07	4.7139118e-05	0.09356536	4.4996495e-06	1.7644566e-05	0.00012846006	0.00013733158	0.024602186	0.87913924	7.433791e-05
SS	test	6	Pixel	video_data/walk/Pixel/SS/0006_00181.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	AH	0.9153477	1.2710662e-05	0.0003014574	1.1945251e-06	2.286093e-06	1.7533621e-07	0.00053055683	5.3971682e-05	6.7782703e-06	0.00044017815	0.00050138205	0.0026154579	7.868245e-09	1.3036806e-05	0.060022034	1.3832524e-05	1.8142592e-06	0.0064923745	0.013525142	1.1569812e-05	0.00010625613
SS	test	7	Pixel	video_data/walk/Pixel/SS/0007_00211.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.0074885995	1.4601356e-05	6.578275e-05	2.3357668e-06	0.00034908034	4.242922e-05	0.0002587831	0.0005176435	2.1849777e-05	1.5250692e-05	0.00088270084	6.4259657e-06	6.197012e-08	0.006558068	0.011149556	1.1027216e-06	7.863583e-05	0.00077999657	0.9638147	0.007940207	1.236402e-05
SS	test	8	Pixel	video_data/walk/Pixel/SS/0008_00241.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.001175962	3.4626144e-05	0.00014202188	0.009273563	1.9150204e-05	3.822513e-06	1.3207774e-07	9.957362e-06	4.6761368e-05	0.0027014466	0.0012886184	0.0967587	0.0134697035	0.006254279	0.0008334876	0.0003545132	0.00078099826	0.0018334282	0.6919853	0.17180082	0.0012326215
SS	test	9	Pixel	video_data/walk/Pixel/SS/0009_00271.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	0.0076180734	1.1670271e-06	1.0873822e-08	4.0956735e-07	3.6943377e-06	2.2426629e-07	6.3051436e-07	2.4186216e-05	8.75889e-08	1.3518542e-06	1.2084889e-06	1.7121489e-05	1.3149102e-07	0.00036088537	0.05201481	9.2167106e-08	0.00016112193	0.00017372609	0.93867403	0.00094408705	2.9193754e-06
SS	test	10	Pixel	video_data/walk/Pixel/SS/0010_00301.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	SS	9.924526e-08	3.357299e-13	3.0223744e-11	2.230411e-13	1.6287733e-11	3.5905174e-13	4.4667194e-15	2.7533653e-13	3.40153e-12	3.836697e-15	5.9878865e-13	8.0283414e-13	8.230396e-14	9.1296535e-09	6.72496e-08	5.065752e-12	1.2603059e-13	4.595047e-10	0.99999976	5.8664735e-09	7.236259e-12
SS	test	11	Pixel	video_data/walk/Pixel/SS/0011_00331.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0034665624	2.2252969e-07	1.5494374e-05	0.00012576605	1.4704675e-06	3.706465e-07	7.71044e-06	2.8316422e-06	1.0548639e-06	0.0026602682	0.013534973	0.00023542349	8.4134794e-05	0.30151984	4.9037163e-07	3.19438e-05	0.0016840234	0.0078892475	0.12719487	0.5414411	0.00010221198
SS	test	12	Pixel	video_data/walk/Pixel/SS/0012_00361.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	TMA	0.0049124975	0.00014125173	0.00016784474	0.00032718966	4.2030035e-05	0.0004524372	2.1636033e-05	3.296642e-05	3.6669077e-05	0.0005354299	0.0013881028	0.00043444204	0.0018446653	0.10283702	0.00020124302	0.00032642076	0.0145556815	0.29245245	0.17712404	0.40190154	0.00026440437
SS	test	13	Pixel	video_data/walk/Pixel/SS/0013_00391.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	ES	0.0031448798	1.7460625e-05	0.0014860086	0.00037680028	0.0028992028	0.00047401083	4.219075e-05	9.609089e-05	0.00040841955	0.0021345976	0.003935109	0.010142582	0.008814886	0.29068524	0.00033606312	0.006019475	0.011145887	0.2669504	0.19041292	0.1980739	0.0024038742
SS	test	14	Pixel	video_data/walk/Pixel/SS/0014_00421.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	CN	0.0049986485	3.95468e-06	4.116786e-05	1.3037015e-05	0.0002756707	0.0014518913	0.00018491497	1.7260174e-05	1.7845114e-05	0.48215744	0.006690914	0.009609376	0.00010311706	0.23235996	4.146291e-06	0.09028619	0.004203234	0.008628812	0.045381486	0.08661296	0.026957924
SS	test	15	Pixel	video_data/walk/Pixel/SS/0015_00451.jpeg	../dados_indoor_location/Pixel/Vision/1228187371660504_teste_final.mp4	GL	0.0038495895	9.1996e-06	1.0623821e-05	3.63843e-06	1.8156225e-05	4.2910947e-06	1.0559579e-07	1.277049e-05	3.0282743e-06	4.5495884e-07	0.00024522148	5.223053e-05	0.0005333651	0.00019699759	0.8086354	1.6043228e-06	0.00058033713	0.00058419164	0.183665	0.00018533375	0.001408498
