label	set	time	source	image	video	prediction	AH	AT_CA	AT_CH	AT_I1	AT_I2	AT_M	AT_O1	AT_O2	AT_S	CN	DC	DF	DG	ES	GL	HA	SA	SN	SS	TMA	TS
SS	test	0	Xiaomi	video_data/walk/Xiaomi/SS/0000_00000.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	GL	0.00020045963	5.4253255e-06	0.00024306447	0.0009968913	6.3359184e-06	4.5114117e-05	0.00011963659	1.7014532e-05	4.602291e-05	1.3712585e-06	1.0933766e-05	8.9051974e-07	2.1085378e-05	0.00035786274	0.96994597	8.853302e-06	1.7266426e-05	0.02100533	0.0005860025	0.0063491445	1.5301526e-05
SS	test	1	Xiaomi	video_data/walk/Xiaomi/SS/0001_00030.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	SS	0.00030526327	0.00015461487	0.0011769845	0.059420984	0.0051735495	0.00035320103	0.0003880516	0.00011780329	0.0013426822	8.605475e-05	0.055140506	0.082848385	0.079700515	0.01877491	0.0036290502	7.2823773e-06	0.00264888	0.106341064	0.54080456	0.033209953	0.008375674
SS	test	2	Xiaomi	video_data/walk/Xiaomi/SS/0002_00060.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	GL	0.0003222594	2.2977538e-07	1.3978631e-05	2.5152995e-05	3.366438e-10	5.2568847e-08	5.359441e-07	0.0016054207	1.7255074e-08	4.1253355e-11	6.076924e-07	9.369727e-07	4.0018806e-09	0.00013365861	0.99763834	3.9893543e-08	2.5349063e-05	3.252265e-09	0.00015514003	1.5631618e-05	6.262214e-05
SS	test	3	Xiaomi	video_data/walk/Xiaomi/SS/0003_00090.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	SS	0.008560415	8.26863e-06	0.0053032427	0.014491699	0.0022147764	0.00020935781	0.0008830935	1.1210213e-05	1.4163675e-05	1.2238751e-05	0.02591707	0.0019110034	0.0027620725	0.0012827449	0.0005432318	8.034844e-05	0.0021015706	0.048559412	0.8809911	0.003932625	0.00021041928
SS	test	4	Xiaomi	video_data/walk/Xiaomi/SS/0004_00120.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	SS	0.004968643	0.00012413337	8.8231995e-05	0.011227758	2.8548302e-05	0.00010869158	0.0001341943	1.9166167e-05	6.514748e-05	6.817403e-05	0.015708324	0.00066142454	0.106497094	0.2162939	0.0019773117	8.8147215e-05	0.00025466358	0.0912095	0.51251334	0.037280142	0.0006833863
SS	test	5	Xiaomi	video_data/walk/Xiaomi/SS/0005_00150.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	DG	0.00078242365	3.6304402e-05	5.806017e-06	0.001066211	6.136328e-05	1.8533954e-05	2.5847487e-05	7.769347e-06	6.98294e-06	2.363704e-05	0.0034283793	0.0005509129	0.9219552	0.0024925275	1.8598988e-05	1.6665172e-05	0.00012963875	0.022389304	0.04307786	0.0038228505	8.314338e-05
SS	test	6	Xiaomi	video_data/walk/Xiaomi/SS/0006_00180.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	DG	0.0064680004	5.6629113e-05	1.119328e-06	0.0004054726	4.4024346e-05	1.7169117e-05	1.5940104e-05	2.270515e-06	7.574261e-06	1.495184e-05	0.00065688166	0.0010864097	0.97125554	0.0007901504	2.248104e-05	7.221527e-06	2.6160262e-05	0.008328065	0.0047957674	0.005970028	2.8129694e-05
SS	test	7	Xiaomi	video_data/walk/Xiaomi/SS/0007_00210.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	DG	0.0031084395	0.000112978814	1.1108239e-05	0.009825899	0.0005001052	3.6457262e-05	0.0001277084	9.880041e-06	0.000117229814	0.00024949972	0.01068964	0.013210231	0.76250464	0.0633452	0.00011248202	0.00021663701	0.0028251524	0.110025615	0.012104249	0.009389519	0.0014772525
SS	test	8	Xiaomi	video_data/walk/Xiaomi/SS/0008_00240.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	TMA	0.18686455	0.00017234583	3.478572e-05	0.010250314	0.00011179572	2.2956245e-05	0.00017256358	2.5848003e-06	0.0003476362	3.7639315e-05	0.069154665	0.0001796091	0.08053409	0.008088177	5.9838505e-05	2.641958e-05	0.00047367378	0.18849698	0.10791571	0.3431027	0.0039510657
SS	test	9	Xiaomi	video_data/walk/Xiaomi/SS/0009_00270.jpeg	../dados_indoor_location/Xiaomi/Vision/97082214722162_teste_final.3gp	SS	0.4032584	7.9775006e-08	4.4119828e-05	2.8738368e-08	1.830671e-07	5.089156e-09	1.508275e-05	1.0364358e-06	2.9216944e-08	2.4498456e-06	1.177557e-06	3.138068e-08	1.05288535e-07	0.1482657	7.4515e-06	1.6306444e-07	2.2085617e-06	0.00014846175	0.446871	4.023567e-05	0.0013419676
