AT_CH	train	0	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0000_0000.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	1	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0001_0031.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	test	2	Pixel	datasets/vision/images0/AT_CH/test_Pixel_0002_0061.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	3	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0003_0091.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	4	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0004_0121.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	5	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0005_0151.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	test	6	Pixel	datasets/vision/images0/AT_CH/test_Pixel_0006_0181.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	7	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0007_0211.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	test	8	Pixel	datasets/vision/images0/AT_CH/test_Pixel_0008_0241.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	9	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0009_0271.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	test	10	Pixel	datasets/vision/images0/AT_CH/test_Pixel_0010_0301.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	11	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0011_0331.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	train	12	Pixel	datasets/vision/images0/AT_CH/train_Pixel_0012_0361.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
AT_CH	test	13	Pixel	datasets/vision/images0/AT_CH/test_Pixel_0013_0391.jpeg	raw_data/Pixel/Vision/1218268340520551_atrio_a_que_cheira.mp4
